label,char0,char1,char2,char3,char4,char5,char6,char7,char8,char9,char10,char11,char12,char13,char14,char15,char16,char17,char18,char19,char20,char21,char22,char23,char24,char25,char26,char27,char28,char29,char30,char31,char32,char33,char34,char35,char36,char37,char38,char39,char40,char41,char42,char43,char44,char45,char46,char47,char48,char49,char50,char51,char52,char53,char54,char55,char56,char57,char58,char59,char60,char61,char62,char63,char64,char65,char66,char67,char68,char69,char70,char71,char72,char73,char74,char75,char76,char77,char78,char79,char80,char81,char82,char83,char84,char85,char86,char87,char88,char89,char90,char91,char92,char93,char94,char95,char96,char97,char98,char99,char100,char101,char102,char103,char104,char105,char106,char107,char108,char109,char110,char111,char112,char113,char114,char115,char116,char117,char118,char119,char120,char121,char122
0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,23,0,6,30,27,0,8,9,23,0,11,9,17,13,23,7,12,23,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,6,23,7,12,18,13,24,24,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,23,0,6,30,27,0,8,9,23,0,11,9,17,13,23,7,12,23,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,23,0,6,30,27,0,8,9,23,0,11,9,17,13,23,7,12,23,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,23,0,6,30,27,0,8,9,23,0,11,9,17,13,23,7,12,23,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,23,0,6,30,27,0,8,9,23,0,11,9,17,13,23,7,12,23,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,9,23,0,6,30,27,0,8,9,22,0,30,25,6,9,22,9,13,24,25,18,11,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,6,23,7,12,18,13,24,24,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,9,23,0,6,30,27,0,8,9,22,0,30,25,6,9,22,9,13,24,25,18,11,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,9,23,0,6,30,27,0,8,9,22,0,30,25,6,9,22,9,13,24,25,18,11,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,9,23,0,6,30,27,0,8,9,22,0,30,25,6,9,22,9,13,24,25,18,11,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,9,23,0,6,30,27,0,8,9,22,0,30,25,6,9,22,9,13,24,25,18,11,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,23,0,6,9,30,13,9,12,25,18,11,23,27,9,13,23,9,0,8,9,23,0,11,9,17,13,23,7,12,23,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,6,23,7,12,18,13,24,24,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,23,0,6,9,30,13,9,12,25,18,11,23,27,9,13,23,9,0,8,9,23,0,11,9,17,13,23,7,12,23,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,23,0,6,9,30,13,9,12,25,18,11,23,27,9,13,23,9,0,8,9,23,0,11,9,17,13,23,7,12,23,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,23,0,6,9,30,13,9,12,25,18,11,23,27,9,13,23,9,0,8,9,23,0,11,9,17,13,23,7,12,23,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,23,0,6,9,30,13,9,12,25,18,11,23,27,9,13,23,9,0,8,9,23,0,11,9,17,13,23,7,12,23,0,25,18,8,0,8,9,23,0,25,18,24,9,22,18,9,12,17,9,18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,9,23,0,6,30,27,0,8,9,23,0,11,9,17,13,23,7,12,9,23,0,25,18,8,0,10,13,22,17,9,18,6,9,30,9,13,7,12,18,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,6,23,7,12,18,13,24,24,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,9,23,0,6,30,27,0,8,9,23,0,11,9,17,13,23,7,12,9,23,0,25,18,8,0,10,13,22,17,9,18,6,9,30,9,13,7,12,18,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,9,23,0,6,30,27,0,8,9,23,0,11,9,17,13,23,7,12,9,23,0,25,18,8,0,10,13,22,17,9,18,6,9,30,9,13,7,12,18,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,9,23,0,6,30,27,0,8,9,23,0,11,9,17,13,23,7,12,9,23,0,25,18,8,0,10,13,22,17,9,18,6,9,30,9,13,7,12,18,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,9,7,24,13,19,18,0,32,0,6,9,30,9,13,7,12,18,25,18,11,0,8,9,23,0,23,24,19,10,10,9,23,0,6,30,27,0,8,9,23,0,11,9,17,13,23,7,12,9,23,0,25,18,8,0,10,13,22,17,9,18,6,9,30,9,13,7,12,18,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,3,11,16,13,7,12,9,0,11,9,10,5,12,22,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,6,23,7,12,18,13,24,24,0,33,0,17,3,11,16,13,7,12,9,0,11,9,10,5,12,22,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,9,7,24,13,19,18,0,33,0,17,3,11,16,13,7,12,9,0,11,9,10,5,12,22,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,9,7,24,13,19,18,0,33,0,17,3,11,16,13,7,12,9,0,11,9,10,5,12,22,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,9,7,24,13,19,18,0,33,0,17,3,11,16,13,7,12,9,0,11,9,10,5,12,22,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,25,23,5,17,17,9,18,23,9,24,30,25,18,11,0,5,18,11,5,6,9,18,0,30,25,0,6,9,23,24,5,18,8,24,9,13,16,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,6,23,7,12,18,13,24,24,0,34,0,30,25,23,5,17,17,9,18,23,9,24,30,25,18,11,0,5,18,11,5,6,9,18,0,30,25,0,6,9,23,24,5,18,8,24,9,13,16,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,9,7,24,13,19,18,0,34,0,30,25,23,5,17,17,9,18,23,9,24,30,25,18,11,0,5,18,11,5,6,9,18,0,30,25,0,6,9,23,24,5,18,8,24,9,13,16,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,9,7,24,13,19,18,0,34,0,30,25,23,5,17,17,9,18,23,9,24,30,25,18,11,0,5,18,11,5,6,9,18,0,30,25,0,6,9,23,24,5,18,8,24,9,13,16,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,9,7,24,13,19,18,0,34,0,30,25,23,5,17,17,9,18,23,9,24,30,25,18,11,0,5,18,11,5,6,9,18,0,30,25,0,6,9,23,24,5,18,8,24,9,13,16,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,22,23,24,9,0,12,13,16,10,9,0,17,5,4,18,5,12,17,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,6,23,7,12,18,13,24,24,0,35,0,9,22,23,24,9,0,12,13,16,10,9,0,17,5,4,18,5,12,17,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,23,9,7,24,13,19,18,0,35,0,9,22,23,24,9,0,12,13,16,10,9,0,17,5,4,18,5,12,17,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,23,9,7,24,13,19,18,0,35,0,9,22,23,24,9,0,12,13,16,10,9,0,17,5,4,18,5,12,17,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,23,9,7,24,13,19,18,0,35,0,9,22,23,24,9,0,12,13,16,10,9,0,17,5,4,18,5,12,17,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,5,4,18,5,12,17,9,18,0,30,25,22,0,6,22,5,18,8,6,9,15,1,17,20,10,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,6,23,7,12,18,13,24,24,0,36,0,17,5,4,18,5,12,17,9,18,0,30,25,22,0,6,22,5,18,8,6,9,15,1,17,20,10,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,9,7,24,13,19,18,0,36,0,17,5,4,18,5,12,17,9,18,0,30,25,22,0,6,22,5,18,8,6,9,15,1,17,20,10,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,9,7,24,13,19,18,0,36,0,17,5,4,18,5,12,17,9,18,0,30,25,22,0,6,22,5,18,8,6,9,15,1,17,20,10,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,9,7,24,13,19,18,0,36,0,17,5,4,18,5,12,17,9,18,0,30,25,22,0,6,22,5,18,8,6,9,15,1,17,20,10,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,5,23,23,18,5,12,17,9,18,0,30,25,22,0,6,22,5,18,8,6,9,15,1,17,20,10,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,6,23,7,12,18,13,24,24,0,36,0,17,5,23,23,18,5,12,17,9,18,0,30,25,22,0,6,22,5,18,8,6,9,15,1,17,20,10,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,23,9,7,24,13,19,18,0,36,0,17,5,23,23,18,5,12,17,9,18,0,30,25,22,0,6,22,5,18,8,6,9,15,1,17,20,10,25,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
